ID,Answer,Time
1,N/A,0.0
2,N/A,0.0
3,N/A,0.0
4,N/A,0.0
5,N/A,0.0
6,N/A,0.0
7,N/A,0.0
8,N/A,0.0
9,N/A,0.0
10,N/A,0.0
11,N/A,0.0
12,N/A,0.0
13,N/A,0.0
14,N/A,0.0
15,N/A,0.0
16,N/A,0.0
17,21124,0.09610900000552647
18,N/A,0.0
19,N/A,0.0
20,N/A,0.0
21,N/A,0.0
22,N/A,0.0
23,N/A,0.0
24,N/A,0.0
25,N/A,0.0
26,983,0.11526799999410287
27,N/A,0.0
28,N/A,0.0
29,N/A,0.0
30,N/A,0.0
31,N/A,0.0
32,45228,1.8608639000012772
33,100,0.09085930000583176
34,N/A,0.0
35,N/A,0.0
36,N/A,0.0
37,N/A,0.0
38,932718654,0.140093900001375
39,N/A,0.0
40,N/A,0.0
41,7652413,0.5091205999924568
42,N/A,0.0
43,16695334890,5.927465900007519
44,5482660,1.058197599995765
45,N/A,0.0
46,N/A,0.0
47,N/A,0.0
48,N/A,0.0
49,N/A,0.0
50,N/A,0.0
51,121313,2.114645499998005
52,N/A,0.0
53,4075,0.07933720000437461
54,376,0.13582290000340436
55,N/A,0.0
56,N/A,0.0
57,153,0.1022748999967007
58,N/A,0.0
59,,1.5522085999982664
60,N/A,0.0
61,28684,0.18157030000293162
62,127035954683,0.0885102000029292
63,49,0.08796869999787305
64,N/A,0.0
65,272,0.11655500000051688
66,N/A,0.0
67,N/A,0.0
68,6531031914842725,7.937625500009744
69,N/A,0.0
70,N/A,0.0
71,N/A,0.0
72,N/A,0.0
73,N/A,0.0
74,402,11.054280299998936
75,N/A,0.0
76,N/A,0.0
77,N/A,0.0
78,N/A,0.0
79,N/A,0.0
80,40886,0.10082140000304207
81,N/A,0.0
82,N/A,0.0
83,N/A,0.0
84,N/A,0.0
85,2772,1.0034778999979608
86,N/A,0.0
87,N/A,0.0
88,N/A,0.0
89,743,0.10625050000089686
90,1217,0.41872989998955745
91,N/A,0.0
92,N/A,0.0
93,N/A,0.0
94,N/A,0.0
95,N/A,0.0
96,24702,3.0672701000003144
97,N/A,0.0
98,18769,27.95427020000352
99,N/A,0.0
100,756872327473,0.1125064000079874
101,37076114526,1.1059152000088943
102,228,0.0888900999998441
103,N/A,0.0
104,329468,0.307972200011136
105,N/A,0.0
106,N/A,0.0
107,N/A,0.0
108,N/A,0.0
109,N/A,0.0
110,9350130049860600,0.08947219999390654
111,N/A,0.0
112,1587000,2.4341297000064515
113,N/A,0.0
114,N/A,0.0
115,N/A,0.0
116,N/A,0.0
117,N/A,0.0
118,N/A,0.0
119,N/A,0.0
120,333082500,0.08398929999384563
121,N/A,0.0
122,N/A,0.0
123,N/A,0.0
124,N/A,0.0
125,N/A,0.0
126,N/A,0.0
127,N/A,0.0
128,N/A,0.0
129,N/A,0.0
130,N/A,0.0
131,N/A,0.0
132,843296,0.11631759999727365
133,N/A,0.0
134,N/A,0.0
135,N/A,0.0
136,N/A,0.0
137,N/A,0.0
138,N/A,0.0
139,N/A,0.0
140,N/A,0.0
141,N/A,0.0
142,N/A,0.0
143,N/A,0.0
144,N/A,0.0
145,N/A,0.0
146,N/A,0.0
147,N/A,0.0
148,N/A,0.0
149,N/A,0.0
150,N/A,0.0
151,N/A,0.0
152,N/A,0.0
153,N/A,0.0
154,N/A,0.0
155,N/A,0.0
156,N/A,0.0
157,N/A,0.0
158,N/A,0.0
159,N/A,0.0
160,N/A,0.0
161,N/A,0.0
162,N/A,0.0
163,N/A,0.0
164,N/A,0.0
165,N/A,0.0
166,N/A,0.0
167,N/A,0.0
168,59206,0.08535850000043865
169,N/A,0.0
170,N/A,0.0
171,N/A,0.0
172,N/A,0.0
173,N/A,0.0
174,N/A,0.0
175,N/A,0.0
176,N/A,0.0
177,N/A,0.0
178,N/A,0.0
179,N/A,0.0
180,N/A,0.0
181,N/A,0.0
182,N/A,0.0
183,N/A,0.0
184,N/A,0.0
185,4640261571849533,0.2775743000092916
186,N/A,0.0
187,N/A,0.0
188,N/A,0.0
189,N/A,0.0
190,N/A,0.0
191,N/A,0.0
192,N/A,0.0
193,N/A,0.0
194,N/A,0.0
195,N/A,0.0
196,N/A,0.0
197,N/A,0.0
198,N/A,0.0
199,N/A,0.0
200,N/A,0.0
201,N/A,0.0
202,N/A,0.0
203,34029210557338,0.10464789999241475
204,N/A,0.0
205,0.5731441,0.23553150000225287
206,1389019170,10.55500760000723
207,N/A,0.0
208,N/A,0.0
209,N/A,0.0
210,N/A,0.0
211,N/A,0.0
212,N/A,0.0
213,N/A,0.0
214,N/A,0.0
215,N/A,0.0
216,N/A,0.0
217,N/A,0.0
218,N/A,0.0
219,N/A,0.0
220,N/A,0.0
221,1884161251122450,110.09954440000001
222,N/A,0.0
223,N/A,0.0
224,N/A,0.0
225,N/A,0.0
226,N/A,0.0
227,N/A,0.0
228,N/A,0.0
229,N/A,0.0
230,N/A,0.0
231,N/A,0.0
232,N/A,0.0
233,N/A,0.0
234,N/A,0.0
235,1.002322108633,0.12506299999949988
236,N/A,0.0
237,N/A,0.0
238,N/A,0.0
239,N/A,0.0
240,N/A,0.0
241,N/A,0.0
242,N/A,0.0
243,N/A,0.0
244,N/A,0.0
245,N/A,0.0
246,N/A,0.0
247,N/A,0.0
248,N/A,0.0
249,N/A,0.0
250,N/A,0.0
251,N/A,0.0
252,N/A,0.0
253,N/A,0.0
254,N/A,0.0
255,N/A,0.0
256,N/A,0.0
257,N/A,0.0
258,N/A,0.0
259,N/A,0.0
260,N/A,0.0
261,N/A,0.0
262,N/A,0.0
263,N/A,0.0
264,N/A,0.0
265,N/A,0.0
266,N/A,0.0
267,N/A,0.0
268,N/A,0.0
269,N/A,0.0
270,N/A,0.0
271,N/A,0.0
272,N/A,0.0
273,N/A,0.0
274,N/A,0.0
275,N/A,0.0
276,N/A,0.0
277,N/A,0.0
278,N/A,0.0
279,N/A,0.0
280,N/A,0.0
281,N/A,0.0
282,N/A,0.0
283,N/A,0.0
284,N/A,0.0
285,N/A,0.0
286,N/A,0.0
287,N/A,0.0
288,N/A,0.0
289,N/A,0.0
290,N/A,0.0
291,N/A,0.0
292,N/A,0.0
293,N/A,0.0
294,N/A,0.0
295,N/A,0.0
296,N/A,0.0
297,N/A,0.0
298,N/A,0.0
299,N/A,0.0
300,N/A,0.0
301,N/A,0.0
302,N/A,0.0
303,N/A,0.0
304,N/A,0.0
305,N/A,0.0
306,N/A,0.0
307,N/A,0.0
308,N/A,0.0
309,N/A,0.0
310,N/A,0.0
311,N/A,0.0
312,N/A,0.0
313,N/A,0.0
314,N/A,0.0
315,N/A,0.0
316,N/A,0.0
317,N/A,0.0
318,N/A,0.0
319,N/A,0.0
320,N/A,0.0
321,N/A,0.0
322,N/A,0.0
323,6.3551758451,0.09185449998767581
324,N/A,0.0
325,N/A,0.0
326,N/A,0.0
327,N/A,0.0
328,N/A,0.0
329,N/A,0.0
330,N/A,0.0
331,N/A,0.0
332,N/A,0.0
333,N/A,0.0
334,N/A,0.0
335,N/A,0.0
336,N/A,0.0
337,N/A,0.0
338,N/A,0.0
339,N/A,0.0
